,dataset,rep,fold,score
67,nBag_50_nFeat_2_nInsPerBag_10,2,8,1.9568627450980394
68,nBag_50_nFeat_2_nInsPerBag_10,2,9,-5.313849539265574
69,nBag_50_nFeat_2_nInsPerBag_10,2,10,13.74562665533139
70,nBag_50_nFeat_2_nInsPerBag_10,3,1,2.4594043247654023
71,nBag_50_nFeat_2_nInsPerBag_10,3,2,-20.264064697608994
72,nBag_50_nFeat_2_nInsPerBag_10,3,3,-4.657753718285215
73,nBag_50_nFeat_2_nInsPerBag_10,3,4,-0.8210716435881996
74,nBag_50_nFeat_2_nInsPerBag_10,3,5,2.3282119328630952
75,nBag_50_nFeat_2_nInsPerBag_10,3,6,-4.657720836142953
76,nBag_50_nFeat_2_nInsPerBag_10,3,7,-1.831076441867562
77,nBag_50_nFeat_2_nInsPerBag_10,3,8,2.4434300153812343
78,nBag_50_nFeat_2_nInsPerBag_10,3,9,-12.826316185885366
79,nBag_50_nFeat_2_nInsPerBag_10,3,10,-6.296015408691465
80,nBag_50_nFeat_2_nInsPerBag_10,4,1,-2.1279160186625194
81,nBag_50_nFeat_2_nInsPerBag_10,4,2,-0.9164154464542058
82,nBag_50_nFeat_2_nInsPerBag_10,4,3,4.573558594797533
83,nBag_50_nFeat_2_nInsPerBag_10,4,4,9.449113415858147
84,nBag_50_nFeat_2_nInsPerBag_10,4,5,-16.258212948100585
85,nBag_50_nFeat_2_nInsPerBag_10,4,6,-1.241808020443479
86,nBag_50_nFeat_2_nInsPerBag_10,4,7,-4.303265940902022
87,nBag_50_nFeat_2_nInsPerBag_10,4,8,1.0529359808893561
88,nBag_50_nFeat_2_nInsPerBag_10,4,9,-2.223678556080791
89,nBag_50_nFeat_2_nInsPerBag_10,4,10,-18.47233201581028
90,nBag_50_nFeat_2_nInsPerBag_10,5,1,-0.9916277258566978
91,nBag_50_nFeat_2_nInsPerBag_10,5,2,-43.581967213114694
92,nBag_50_nFeat_2_nInsPerBag_10,5,3,2.126547643477666
93,nBag_50_nFeat_2_nInsPerBag_10,5,4,-1.26448831065251
94,nBag_50_nFeat_2_nInsPerBag_10,5,5,1.26924323973802
95,nBag_50_nFeat_2_nInsPerBag_10,5,6,-2.067228152996084
96,nBag_50_nFeat_2_nInsPerBag_10,5,7,-7.551114934162642
97,nBag_50_nFeat_2_nInsPerBag_10,5,8,2.6584556324229216
98,nBag_50_nFeat_2_nInsPerBag_10,5,9,-5.60876923076923
99,nBag_50_nFeat_2_nInsPerBag_10,5,10,-1.1938340575212083
100,nBag_25_nFeat_2_nInsPerBag_10,1,1,-0.8744870770050628
101,nBag_25_nFeat_2_nInsPerBag_10,1,2,-0.859209681235845
102,nBag_25_nFeat_2_nInsPerBag_10,1,3,10.125374411638857
103,nBag_25_nFeat_2_nInsPerBag_10,1,4,-7.222204773869345
104,nBag_25_nFeat_2_nInsPerBag_10,1,5,-3.9109417652411285
105,nBag_25_nFeat_2_nInsPerBag_10,1,6,3.141724793912492
106,nBag_25_nFeat_2_nInsPerBag_10,1,7,47.6054166666667
107,nBag_25_nFeat_2_nInsPerBag_10,1,8,-0.7891707101896778
108,nBag_25_nFeat_2_nInsPerBag_10,1,9,-4.131037961911968
109,nBag_25_nFeat_2_nInsPerBag_10,1,10,-0.5414189456995641
110,nBag_25_nFeat_2_nInsPerBag_10,2,1,-1.028182574251843
111,nBag_25_nFeat_2_nInsPerBag_10,2,2,-1.7295665634674917
112,nBag_25_nFeat_2_nInsPerBag_10,2,3,-0.811818558303006
113,nBag_25_nFeat_2_nInsPerBag_10,2,4,-5.049339207048454
114,nBag_25_nFeat_2_nInsPerBag_10,2,5,-0.808530982753762
115,nBag_25_nFeat_2_nInsPerBag_10,2,6,-0.5414189456995641
116,nBag_25_nFeat_2_nInsPerBag_10,2,7,-0.7472952615721719
117,nBag_25_nFeat_2_nInsPerBag_10,2,8,2.6830234489808964
118,nBag_25_nFeat_2_nInsPerBag_10,2,9,1.5735478633109452
119,nBag_25_nFeat_2_nInsPerBag_10,2,10,23.070453912559216
120,nBag_25_nFeat_2_nInsPerBag_10,3,1,13.925005142672429
121,nBag_25_nFeat_2_nInsPerBag_10,3,2,-0.5516807035492061
122,nBag_25_nFeat_2_nInsPerBag_10,3,3,-1.147148462621047
123,nBag_25_nFeat_2_nInsPerBag_10,3,4,-1.3653833532693267
124,nBag_25_nFeat_2_nInsPerBag_10,3,5,-1.8577296339548184
125,nBag_25_nFeat_2_nInsPerBag_10,3,6,1.5048549267451878
126,nBag_25_nFeat_2_nInsPerBag_10,3,7,-0.7469689378757514
127,nBag_25_nFeat_2_nInsPerBag_10,3,8,-0.975928910376936
128,nBag_25_nFeat_2_nInsPerBag_10,3,9,5.671099887766554
129,nBag_25_nFeat_2_nInsPerBag_10,3,10,8.630922693266832
130,nBag_25_nFeat_2_nInsPerBag_10,4,1,-3.012380068090374
131,nBag_25_nFeat_2_nInsPerBag_10,4,2,-2.4813235010603427
132,nBag_25_nFeat_2_nInsPerBag_10,4,3,-1.1589373592459755
133,nBag_25_nFeat_2_nInsPerBag_10,4,4,-2.3868837746009355
134,nBag_25_nFeat_2_nInsPerBag_10,4,5,-1.8167049922112601
135,nBag_25_nFeat_2_nInsPerBag_10,4,6,-1.566192170818505
136,nBag_25_nFeat_2_nInsPerBag_10,4,7,-0.9406555643669043
137,nBag_25_nFeat_2_nInsPerBag_10,4,8,14.862464183381093
138,nBag_25_nFeat_2_nInsPerBag_10,4,9,-0.8483146067415731
139,nBag_25_nFeat_2_nInsPerBag_10,4,10,2.6601941747572813
140,nBag_25_nFeat_2_nInsPerBag_10,5,1,-62.41152882205521
141,nBag_25_nFeat_2_nInsPerBag_10,5,2,-0.7918749999999998
142,nBag_25_nFeat_2_nInsPerBag_10,5,3,-43.975452196382356
143,nBag_25_nFeat_2_nInsPerBag_10,5,4,-1.3473479948253555
144,nBag_25_nFeat_2_nInsPerBag_10,5,5,-0.7389921528218134
145,nBag_25_nFeat_2_nInsPerBag_10,5,6,1.3999148755054267
146,nBag_25_nFeat_2_nInsPerBag_10,5,7,-1.405514705882353
147,nBag_25_nFeat_2_nInsPerBag_10,5,8,-0.9289435177055896
148,nBag_25_nFeat_2_nInsPerBag_10,5,9,-1.0565030919609018
149,nBag_25_nFeat_2_nInsPerBag_10,5,10,-4.917030567685589
150,nBag_25_nFeat_5_nInsPerBag_10,1,1,-4.060699956302388
151,nBag_25_nFeat_5_nInsPerBag_10,1,2,2.291826923076923
152,nBag_25_nFeat_5_nInsPerBag_10,1,3,3.176609266092661
153,nBag_25_nFeat_5_nInsPerBag_10,1,4,1.3709581674697953
154,nBag_25_nFeat_5_nInsPerBag_10,1,5,0.9184529098178584
155,nBag_25_nFeat_5_nInsPerBag_10,1,6,-1.636894586894587
156,nBag_25_nFeat_5_nInsPerBag_10,1,7,3.7838884585592556
157,nBag_25_nFeat_5_nInsPerBag_10,1,8,1.2263061170911003
158,nBag_25_nFeat_5_nInsPerBag_10,1,9,1.0073948471574585
159,nBag_25_nFeat_5_nInsPerBag_10,1,10,-1.7548384851016428
160,nBag_25_nFeat_5_nInsPerBag_10,2,1,-11.288757608306481
161,nBag_25_nFeat_5_nInsPerBag_10,2,2,0.8746252384846006
162,nBag_25_nFeat_5_nInsPerBag_10,2,3,0.8479650184998314
163,nBag_25_nFeat_5_nInsPerBag_10,2,4,10.697251149263531
164,nBag_25_nFeat_5_nInsPerBag_10,2,5,0.8673245614035087
165,nBag_25_nFeat_5_nInsPerBag_10,2,6,-3.882608695652174
166,nBag_25_nFeat_5_nInsPerBag_10,2,7,-2.065635433836271
167,nBag_25_nFeat_5_nInsPerBag_10,2,8,1.300990099009901
168,nBag_25_nFeat_5_nInsPerBag_10,2,9,3.2442442442442445
169,nBag_25_nFeat_5_nInsPerBag_10,2,10,1.0048422847399834
170,nBag_25_nFeat_5_nInsPerBag_10,3,1,-6.725996015936256
171,nBag_25_nFeat_5_nInsPerBag_10,3,2,-1.5730778678457376
172,nBag_25_nFeat_5_nInsPerBag_10,3,3,11.691853600944508
173,nBag_25_nFeat_5_nInsPerBag_10,3,4,-3.119745139253811
174,nBag_25_nFeat_5_nInsPerBag_10,3,5,0.6463226974428603
175,nBag_25_nFeat_5_nInsPerBag_10,3,6,0.7794512004989088
176,nBag_25_nFeat_5_nInsPerBag_10,3,7,1.0227215806316956
177,nBag_25_nFeat_5_nInsPerBag_10,3,8,0.7667198120332298
178,nBag_25_nFeat_5_nInsPerBag_10,3,9,-4.994869328202662
179,nBag_25_nFeat_5_nInsPerBag_10,3,10,2.252906976744186
180,nBag_25_nFeat_5_nInsPerBag_10,4,1,1.419434280889389
181,nBag_25_nFeat_5_nInsPerBag_10,4,2,-16.32017543859648
182,nBag_25_nFeat_5_nInsPerBag_10,4,3,-1.717535518036614
183,nBag_25_nFeat_5_nInsPerBag_10,4,4,0.7800923856355239
184,nBag_25_nFeat_5_nInsPerBag_10,4,5,41.43956687152477
185,nBag_25_nFeat_5_nInsPerBag_10,4,6,0.9198375979605323
186,nBag_25_nFeat_5_nInsPerBag_10,4,7,1.6402856334841631
187,nBag_25_nFeat_5_nInsPerBag_10,4,8,-1.5495818399044203
188,nBag_25_nFeat_5_nInsPerBag_10,4,9,2.394889663182345
189,nBag_25_nFeat_5_nInsPerBag_10,4,10,1.1289775137887146
190,nBag_25_nFeat_5_nInsPerBag_10,5,1,0.4994519828956916
191,nBag_25_nFeat_5_nInsPerBag_10,5,2,1.965564361847499
192,nBag_25_nFeat_5_nInsPerBag_10,5,3,-1.8741116751269038
193,nBag_25_nFeat_5_nInsPerBag_10,5,4,2.6268276420441006
194,nBag_25_nFeat_5_nInsPerBag_10,5,5,3.416201466422263
195,nBag_25_nFeat_5_nInsPerBag_10,5,6,10.70806277056277
196,nBag_25_nFeat_5_nInsPerBag_10,5,7,10.657973866929092
197,nBag_25_nFeat_5_nInsPerBag_10,5,8,2.1430025445292618
198,nBag_25_nFeat_5_nInsPerBag_10,5,9,0.9212741476412525
199,nBag_25_nFeat_5_nInsPerBag_10,5,10,-1.902131018153118
200,nBag_50_nFeat_10_nInsPerBag_5,1,1,5.075513921415558
201,nBag_50_nFeat_10_nInsPerBag_5,1,2,-3.1274767894579214
202,nBag_50_nFeat_10_nInsPerBag_5,1,3,-116.139669274538
203,nBag_50_nFeat_10_nInsPerBag_5,1,4,1.502400377202132
204,nBag_50_nFeat_10_nInsPerBag_5,1,5,-3.229968624762708
205,nBag_50_nFeat_10_nInsPerBag_5,1,6,-1.9514652764775637
206,nBag_50_nFeat_10_nInsPerBag_5,1,7,-8.60812469317624
207,nBag_50_nFeat_10_nInsPerBag_5,1,8,2.1417690417690416
208,nBag_50_nFeat_10_nInsPerBag_5,1,9,-27.31621451104105
209,nBag_50_nFeat_10_nInsPerBag_5,1,10,-2.5772787478484713
210,nBag_50_nFeat_10_nInsPerBag_5,2,1,1.03926257050282
211,nBag_50_nFeat_10_nInsPerBag_5,2,2,-0.9867470539873936
212,nBag_50_nFeat_10_nInsPerBag_5,2,3,5.117778918672672
213,nBag_50_nFeat_10_nInsPerBag_5,2,4,-2.652289937182374
214,nBag_50_nFeat_10_nInsPerBag_5,2,5,-4.471823034284541
215,nBag_50_nFeat_10_nInsPerBag_5,2,6,-1.2453607313572195
216,nBag_50_nFeat_10_nInsPerBag_5,2,7,-1.4391479651923578
217,nBag_50_nFeat_10_nInsPerBag_5,2,8,1.26598632048459
218,nBag_50_nFeat_10_nInsPerBag_5,2,9,-2.016550925925926
219,nBag_50_nFeat_10_nInsPerBag_5,2,10,3.96089813009891
220,nBag_50_nFeat_10_nInsPerBag_5,3,1,-1.7856632184998893
221,nBag_50_nFeat_10_nInsPerBag_5,3,2,-3.279256824122228
222,nBag_50_nFeat_10_nInsPerBag_5,3,3,-1.0051572557686184
223,nBag_50_nFeat_10_nInsPerBag_5,3,4,-2.0601605006923767
224,nBag_50_nFeat_10_nInsPerBag_5,3,5,1.7660125794974102
225,nBag_50_nFeat_10_nInsPerBag_5,3,6,-15.363917924893542
226,nBag_50_nFeat_10_nInsPerBag_5,3,7,2.674275588909735
227,nBag_50_nFeat_10_nInsPerBag_5,3,8,8.7158008374519
228,nBag_50_nFeat_10_nInsPerBag_5,3,9,31.269999999999985
229,nBag_50_nFeat_10_nInsPerBag_5,3,10,5.393684295323641
230,nBag_50_nFeat_10_nInsPerBag_5,4,1,4.990714223726461
231,nBag_50_nFeat_10_nInsPerBag_5,4,2,-5.554565701559022
232,nBag_50_nFeat_10_nInsPerBag_5,4,3,4.95973292597106
233,nBag_50_nFeat_10_nInsPerBag_5,4,4,-3.993535337058032
234,nBag_50_nFeat_10_nInsPerBag_5,4,5,-2.7064837234328762
235,nBag_50_nFeat_10_nInsPerBag_5,4,6,6.48500031873526
236,nBag_50_nFeat_10_nInsPerBag_5,4,7,-2.9308866863112777
237,nBag_50_nFeat_10_nInsPerBag_5,4,8,-57.17699686404719
238,nBag_50_nFeat_10_nInsPerBag_5,4,9,-0.8550487156911628
239,nBag_50_nFeat_10_nInsPerBag_5,4,10,1.8446301976575712
240,nBag_50_nFeat_10_nInsPerBag_5,5,1,1.4782203599094754
241,nBag_50_nFeat_10_nInsPerBag_5,5,2,-1.9584524855961714
242,nBag_50_nFeat_10_nInsPerBag_5,5,3,2.7165773961380775
243,nBag_50_nFeat_10_nInsPerBag_5,5,4,-2.7129634522974753
244,nBag_50_nFeat_10_nInsPerBag_5,5,5,-2.0354408812564317
245,nBag_50_nFeat_10_nInsPerBag_5,5,6,1.6079694286945854
246,nBag_50_nFeat_10_nInsPerBag_5,5,7,-0.7897121308227688
247,nBag_50_nFeat_10_nInsPerBag_5,5,8,3.6204370600752993
248,nBag_50_nFeat_10_nInsPerBag_5,5,9,-1.2560245095797709
249,nBag_50_nFeat_10_nInsPerBag_5,5,10,3.358607187353365
250,nBag_50_nFeat_10_nInsPerBag_10,1,1,2.6597175413256298
251,nBag_50_nFeat_10_nInsPerBag_10,1,2,-7.598128870575194
252,nBag_50_nFeat_10_nInsPerBag_10,1,3,-3.3550683274263897
253,nBag_50_nFeat_10_nInsPerBag_10,1,4,1.3918903701393763
254,nBag_50_nFeat_10_nInsPerBag_10,1,5,2.5817457838850713
255,nBag_50_nFeat_10_nInsPerBag_10,1,6,-214.75198790978914
256,nBag_50_nFeat_10_nInsPerBag_10,1,7,-1.432467802575794
257,nBag_50_nFeat_10_nInsPerBag_10,1,8,-1.6630543214802842
258,nBag_50_nFeat_10_nInsPerBag_10,1,9,-19.65717025488739
259,nBag_50_nFeat_10_nInsPerBag_10,1,10,-8.230518971464406
260,nBag_50_nFeat_10_nInsPerBag_10,2,1,-1.0916624386944018
261,nBag_50_nFeat_10_nInsPerBag_10,2,2,5.542440231906715
262,nBag_50_nFeat_10_nInsPerBag_10,2,3,-1.350620184117268
263,nBag_50_nFeat_10_nInsPerBag_10,2,4,5.811621378250968
264,nBag_50_nFeat_10_nInsPerBag_10,2,5,2.797972203724786
265,nBag_50_nFeat_10_nInsPerBag_10,2,6,-2.5230686500681925
266,nBag_50_nFeat_10_nInsPerBag_10,2,7,4.085006644300691
267,nBag_50_nFeat_10_nInsPerBag_10,2,8,-2.5089888013823813
268,nBag_50_nFeat_10_nInsPerBag_10,2,9,-45.36429961089495
269,nBag_50_nFeat_10_nInsPerBag_10,2,10,1.2332353302737258
270,nBag_50_nFeat_10_nInsPerBag_10,3,1,15.959133877766362
271,nBag_50_nFeat_10_nInsPerBag_10,3,2,-6.385172769645028
272,nBag_50_nFeat_10_nInsPerBag_10,3,3,-9.114729403012834
273,nBag_50_nFeat_10_nInsPerBag_10,3,4,1.8353714773697691
274,nBag_50_nFeat_10_nInsPerBag_10,3,5,-1.611879312120276
275,nBag_50_nFeat_10_nInsPerBag_10,3,6,-8.361081201500017
276,nBag_50_nFeat_10_nInsPerBag_10,3,7,-1.510891997248337
277,nBag_50_nFeat_10_nInsPerBag_10,3,8,-1.498623240354536
278,nBag_50_nFeat_10_nInsPerBag_10,3,9,1.9975052309673265
279,nBag_50_nFeat_10_nInsPerBag_10,3,10,2.2862247350634624
280,nBag_50_nFeat_10_nInsPerBag_10,4,1,-3.941329146407495
281,nBag_50_nFeat_10_nInsPerBag_10,4,2,-1.3437320299665094
282,nBag_50_nFeat_10_nInsPerBag_10,4,3,-5.853899204244031
283,nBag_50_nFeat_10_nInsPerBag_10,4,4,1.8482528133732785
284,nBag_50_nFeat_10_nInsPerBag_10,4,5,9.596325430783448
285,nBag_50_nFeat_10_nInsPerBag_10,4,6,-1.7237419712582598
286,nBag_50_nFeat_10_nInsPerBag_10,4,7,4.060634243372105
287,nBag_50_nFeat_10_nInsPerBag_10,4,8,1.2434045117961083
288,nBag_50_nFeat_10_nInsPerBag_10,4,9,-2.4595197154368753
289,nBag_50_nFeat_10_nInsPerBag_10,4,10,-6.865584234807509
290,nBag_50_nFeat_10_nInsPerBag_10,5,1,2.8568322436430496
291,nBag_50_nFeat_10_nInsPerBag_10,5,2,-2.5179460217315097
292,nBag_50_nFeat_10_nInsPerBag_10,5,3,-2.2292646694726415
293,nBag_50_nFeat_10_nInsPerBag_10,5,4,7.487065439672802
294,nBag_50_nFeat_10_nInsPerBag_10,5,5,1.8905984675916343
295,nBag_50_nFeat_10_nInsPerBag_10,5,6,11.333203660858707
296,nBag_50_nFeat_10_nInsPerBag_10,5,7,-1.1610751220079016
297,nBag_50_nFeat_10_nInsPerBag_10,5,8,-1.9683340735058608
298,nBag_50_nFeat_10_nInsPerBag_10,5,9,0.8117330777190229
299,nBag_50_nFeat_10_nInsPerBag_10,5,10,-7.57000561167228
300,nBag_50_nFeat_5_nInsPerBag_2,1,1,3.7322383073496668
301,nBag_50_nFeat_5_nInsPerBag_2,1,2,4.073551829268293
302,nBag_50_nFeat_5_nInsPerBag_2,1,3,-1.6135513733261844
303,nBag_50_nFeat_5_nInsPerBag_2,1,4,8.848274002157497
304,nBag_50_nFeat_5_nInsPerBag_2,1,5,-1.242163129152346
305,nBag_50_nFeat_5_nInsPerBag_2,1,6,1.8778914948451524
306,nBag_50_nFeat_5_nInsPerBag_2,1,7,2.4890558358050616
307,nBag_50_nFeat_5_nInsPerBag_2,1,8,3.895995473864327
308,nBag_50_nFeat_5_nInsPerBag_2,1,9,1.240425417263587
309,nBag_50_nFeat_5_nInsPerBag_2,1,10,-19.745796169030555
310,nBag_50_nFeat_5_nInsPerBag_2,2,1,-6.1483063493247725
311,nBag_50_nFeat_5_nInsPerBag_2,2,2,13.336830231246486
312,nBag_50_nFeat_5_nInsPerBag_2,2,3,4.509749966027995
313,nBag_50_nFeat_5_nInsPerBag_2,2,4,9.869000872600349
314,nBag_50_nFeat_5_nInsPerBag_2,2,5,0.50895419574906
315,nBag_50_nFeat_5_nInsPerBag_2,2,6,-1.2023146965222262
316,nBag_50_nFeat_5_nInsPerBag_2,2,7,-3.2733667185730475
317,nBag_50_nFeat_5_nInsPerBag_2,2,8,1.1066227982385908
318,nBag_50_nFeat_5_nInsPerBag_2,2,9,-1.3959173835040655
319,nBag_50_nFeat_5_nInsPerBag_2,2,10,1.274851006077772
320,nBag_50_nFeat_5_nInsPerBag_2,3,1,-1.3373052699308312
321,nBag_50_nFeat_5_nInsPerBag_2,3,2,3.101480536056158
322,nBag_50_nFeat_5_nInsPerBag_2,3,3,26.278484264611436
323,nBag_50_nFeat_5_nInsPerBag_2,3,4,1.2573341918866707
324,nBag_50_nFeat_5_nInsPerBag_2,3,5,1.2384671990735157
325,nBag_50_nFeat_5_nInsPerBag_2,3,6,1.668960695860694
326,nBag_50_nFeat_5_nInsPerBag_2,3,7,-1.8206076021584614
327,nBag_50_nFeat_5_nInsPerBag_2,3,8,1.7533732567235847
328,nBag_50_nFeat_5_nInsPerBag_2,3,9,-2.9321760636985212
329,nBag_50_nFeat_5_nInsPerBag_2,3,10,-2.658237280873438
330,nBag_50_nFeat_5_nInsPerBag_2,4,1,-2.2409533478551182
331,nBag_50_nFeat_5_nInsPerBag_2,4,2,1.3830150054668824
332,nBag_50_nFeat_5_nInsPerBag_2,4,3,3.6811796564271813
333,nBag_50_nFeat_5_nInsPerBag_2,4,4,8.231756782322446
334,nBag_50_nFeat_5_nInsPerBag_2,4,5,-3.421319429357666
335,nBag_50_nFeat_5_nInsPerBag_2,4,6,4.260262481683622
336,nBag_50_nFeat_5_nInsPerBag_2,4,7,-1.8196673897324651
337,nBag_50_nFeat_5_nInsPerBag_2,4,8,1.5872784291849489
338,nBag_50_nFeat_5_nInsPerBag_2,4,9,-4.314305061791096
339,nBag_50_nFeat_5_nInsPerBag_2,4,10,1.0373415256804117
340,nBag_50_nFeat_5_nInsPerBag_2,5,1,1.430124652452847
341,nBag_50_nFeat_5_nInsPerBag_2,5,2,-2.7851180248517498
342,nBag_50_nFeat_5_nInsPerBag_2,5,3,6.890414687252571
343,nBag_50_nFeat_5_nInsPerBag_2,5,4,3.414614264919942
344,nBag_50_nFeat_5_nInsPerBag_2,5,5,-21.176290097629003
345,nBag_50_nFeat_5_nInsPerBag_2,5,6,3.332019443216968
346,nBag_50_nFeat_5_nInsPerBag_2,5,7,-47.311934156378676
347,nBag_50_nFeat_5_nInsPerBag_2,5,8,1.85349214863682
348,nBag_50_nFeat_5_nInsPerBag_2,5,9,5.349003714961161
349,nBag_50_nFeat_5_nInsPerBag_2,5,10,-0.7101548269581057
350,nBag_50_nFeat_2_nInsPerBag_2,1,1,-1.7821764420405555
351,nBag_50_nFeat_2_nInsPerBag_2,1,2,-1.3235040630386607
352,nBag_50_nFeat_2_nInsPerBag_2,1,3,-1.706233555960332
353,nBag_50_nFeat_2_nInsPerBag_2,1,4,2.9560733384262794
354,nBag_50_nFeat_2_nInsPerBag_2,1,5,-2.9316472021207987
355,nBag_50_nFeat_2_nInsPerBag_2,1,6,-3.4060150375939853
356,nBag_50_nFeat_2_nInsPerBag_2,1,7,1.195034268092191
357,nBag_50_nFeat_2_nInsPerBag_2,1,8,-1.0260108325985642
358,nBag_50_nFeat_2_nInsPerBag_2,1,9,1.4738721804511281
359,nBag_50_nFeat_2_nInsPerBag_2,1,10,26.279352226720675
360,nBag_50_nFeat_2_nInsPerBag_2,2,1,-1.0881506559458318
361,nBag_50_nFeat_2_nInsPerBag_2,2,2,-7.776553980370772
362,nBag_50_nFeat_2_nInsPerBag_2,2,3,-21.032980650081008
363,nBag_50_nFeat_2_nInsPerBag_2,2,4,17.454140461215918
364,nBag_50_nFeat_2_nInsPerBag_2,2,5,-6.151833333333334
365,nBag_50_nFeat_2_nInsPerBag_2,2,6,4.753182221846322
366,nBag_50_nFeat_2_nInsPerBag_2,2,7,2.2575006330862375
